hsa-miR-769-5p,TRPM3
hsa-miR-187-3p,BLVRB
hsa-miR-518a-3p,FGF2
hsa-miR-1204,EFEMP2
hsa-miR-27a-3p,UBIAD1
hsa-miR-6165,ZBTB7A
hsa-miR-194-5p,MMP7
hsa-miR-423-3p,SULF1
hsa-miR-519d-3p,CTSC
hsa-miR-196b-3p,NCOR2
hsa-miR-186-3p,PLAC8
hsa-miR-185-5p,ANXA1
hsa-miR-4722-5p,ERG
hsa-miR-342-5p,IKBKE
hsa-miR-135a-3p,MCAM
hsa-miR-517a-3p,RICTOR
hsa-miR-211-5p,PSMG1
hsa-miR-193a-3p,KLK4
hsa-miR-876-5p,SLC26A3
hsa-miR-30c-5p,FADS1
hsa-miR-376b-3p,LCN2
hsa-miR-132-5p,FOXJ1
hsa-miR-1281,DNMT3B
hsa-miR-3189-3p,EPHB4
hsa-miR-99b-5p,PRKN
hsa-miR-199a-5p,SNX5
hsa-miR-503-5p,EHD2
hsa-miR-370-3p,ST3GAL6
hsa-miR-329-5p,TPM1
hsa-miR-582-5p,DVL3
hsa-miR-657,DAAM2
hsa-miR-581,GNAI3
hsa-miR-361-5p,CLCN3
hsa-let-7d-5p,AP1S2
hsa-miR-302d-3p,COL4A2
hsa-miR-10a-3p,CDH3
hsa-miR-1470,CTNND2
hsa-miR-191-5p,CXCL12
hsa-miR-124-5p,MAPK9
hsa-miR-10b-3p,NUP93
hsa-miR-4497,PPARG
hsa-miR-605-3p,CKB
hsa-miR-877-5p,JMY
hsa-miR-296-5p,GPS1
hsa-miR-187-5p,LOXL2
hsa-miR-362-3p,PPP2R5E
hsa-miR-526b-3p,LRP6
hsa-miR-4428,PENK
hsa-miR-574-5p,CRK
hsa-miR-4328,MAP3K3
hsa-miR-4649-3p,XRCC6
hsa-miR-10b-5p,BZW2
hsa-miR-1250-5p,EIF4A1
hsa-miR-4723-5p,TCF7L1
hsa-miR-664b-5p,LGALS9
hsa-miR-139-3p,EZH2
hsa-miR-603,CPSF6
hsa-miR-4286,NDRG1
hsa-miR-663b,VIM-AS1
hsa-miR-1204,RUNX2
hsa-miR-433-3p,FOXP2
hsa-miR-382-3p,NDRG1
hsa-miR-34a-5p,GPR78
hsa-let-7a-3p,MTMR3
hsa-miR-548i,SRCIN1
hsa-miR-210-3p,DNM1L
hsa-miR-579-3p,RASGRP1
hsa-miR-518c-3p,CPEB1
hsa-miR-1914-3p,AP3B1
hsa-miR-197-5p,BECN1
hsa-miR-1207-3p,SGMS1
hsa-miR-587,CARHSP1
hsa-miR-5188,KDM3A
hsa-miR-515-5p,PLAG1
hsa-miR-497-5p,TCEAL9
hsa-miR-615-5p,POR
hsa-miR-377-3p,HPCA
hsa-miR-302d-3p,HOXA-AS2
hsa-miR-1269b,TRPM2-AS
hsa-miR-196b-5p,USP47
hsa-miR-210-5p,MBD1
hsa-miR-885-5p,FOXL2
hsa-miR-4449,BCL2L2
hsa-miR-429,HOXA7
hsa-miR-1914-3p,CCR1
hsa-miR-128-1-5p,MGMT
hsa-miR-4728-5p,SUB1
hsa-miR-516a-3p,PTPN9
hsa-miR-551b-3p,AMACR
hsa-miR-218-2-3p,ENPEP
hsa-miR-891a-5p,PAM
hsa-miR-885-5p,IFITM5
hsa-miR-1270,TBX15
hsa-miR-4269,SOCS1
hsa-let-7d-5p,FOXN3
hsa-miR-369-3p,SIRT1
hsa-miR-605-3p,HOXB3
hsa-miR-300,PACRGL
hsa-let-7e-5p,BCL3
hsa-miR-192-5p,S100PBP
hsa-miR-139-3p,PDCD4
hsa-miR-888-5p,IBSP
hsa-miR-33a-3p,ACLY
hsa-miR-32-5p,NAMPT
hsa-miR-129-1-3p,IL23R
hsa-miR-210-3p,SHC1
hsa-miR-520g-3p,ASXL1
hsa-miR-937-5p,ENO1
hsa-miR-548b-3p,BIRC7
hsa-miR-451b,MYLIP
hsa-miR-4660,APOBEC2
hsa-miR-1207-5p,RERE
hsa-miR-1252-3p,MT1JP
hsa-miR-518a-5p,ALX1
hsa-miR-15a-5p,MMP12
hsa-miR-921,CBR4
hsa-miR-1236-3p,NOD1
hsa-miR-1224-5p,ESD
hsa-miR-432-3p,DCST1-AS1
hsa-miR-4260,MYOD1
hsa-miR-136-3p,HDAC8
hsa-miR-1207-3p,LINC01448
hsa-miR-409-3p,ORM1
hsa-miR-26a-1-3p,MBD2
hsa-miR-340-5p,PGM2
hsa-miR-99b-3p,SBF2
hsa-miR-23a-3p,ZBTB10
hsa-miR-519e-3p,ADCY6
hsa-miR-331-3p,BAG5
hsa-miR-3940-5p,TIRAP
hsa-miR-27a-5p,LMNB2
hsa-miR-433-5p,LAMTOR5
hsa-miR-518c-3p,CDC14A
hsa-miR-345-5p,BTK
hsa-miR-153-5p,RBPJ
hsa-miR-376b-3p,WNT7A
hsa-miR-561-3p,SHC1
hsa-miR-4674,INTS6
hsa-miR-1225-5p,LNPK
hsa-miR-361-5p,TAF10
hsa-miR-629-5p,EGFR
hsa-miR-191-5p,FSTL1
hsa-miR-662,CCNL1
hsa-miR-1249-3p,CREBRF
hsa-miR-31-3p,THBS4
hsa-miR-4465,TUBB3
hsa-miR-320c,TLE3
hsa-miR-335-5p,HIVEP1
hsa-miR-297,MYH1
hsa-miR-718,SLC31A1
hsa-miR-153-3p,GSE1
hsa-miR-1249-3p,LRRC1
hsa-miR-103a-3p,ASMTL-AS1
hsa-miR-6875-5p,NNT-AS1
hsa-miR-214-5p,GLS2
hsa-miR-192-5p,SRI
hsa-miR-657,BCL2L11
hsa-miR-1270,MEF2C
hsa-miR-324-5p,PHF8
hsa-miR-5787,KIF20B
hsa-miR-146b-3p,OPCML
hsa-miR-5582-5p,BTG3
hsa-miR-136-5p,CUL5
hsa-miR-200c-5p,OIP5
hsa-miR-551a,PLK1
hsa-miR-513b-5p,ITGAV
hsa-miR-30e-5p,ATG10
hsa-miR-451b,STARD13
hsa-miR-934,TFAM
hsa-miR-1228-3p,DAXX
hsa-miR-1257,CTDSPL
hsa-miR-3922-5p,BTK
hsa-miR-744-5p,SHC4
hsa-miR-582-3p,ERBB2
hsa-miR-99b-5p,GPR137B
hsa-let-7i-5p,EEF1A2
hsa-miR-27b-5p,DGUOK
hsa-miR-212-5p,LACTB
hsa-miR-153-5p,CDKN2A
hsa-miR-422a,LFNG
hsa-miR-590-3p,NKX2-1
hsa-miR-1972,TAP1
hsa-miR-1185-1-3p,MMP10
hsa-miR-874-3p,TPTEP1
hsa-miR-1207-5p,HULC
hsa-miR-505-3p,JAZF1
hsa-miR-569,TLN1
hsa-miR-23c,SNHG7
hsa-miR-4644,IGBP1
hsa-miR-2682-5p,TGFBR3
hsa-miR-3127-5p,CRISP2
hsa-miR-548d-3p,KLHL5
hsa-miR-556-5p,TOP1
hsa-miR-1248,ELAVL1
hsa-miR-372-3p,JMY
hsa-miR-1908-5p,EP300
hsa-miR-2909,AKAP12
hsa-miR-934,TRPM3
hsa-miR-769-5p,HPGD
hsa-miR-4271,RBPJ
hsa-miR-320d,CYP4Z1
hsa-miR-4701-5p,RNASEL
hsa-miR-6869-5p,RAB40C
hsa-miR-34a-5p,RAB10
hsa-miR-505-3p,MTAP
hsa-miR-4649-3p,MSMO1
hsa-miR-19a-5p,MYCBP
hsa-miR-125b-1-3p,HSF2
hsa-miR-601,SNX5
hsa-miR-487a-3p,SGK3
hsa-miR-323b-5p,IKZF3
hsa-miR-1236-3p,MARCKSL1
hsa-miR-548c-5p,BMF
hsa-miR-3156-5p,USP13
hsa-miR-139-5p,EXO1
hsa-miR-197-3p,ERBB2
hsa-miR-193a-3p,PRKD1
hsa-miR-301a-3p,TBX19
hsa-miR-152-5p,PRKAB1
hsa-miR-378a-5p,ETV5
hsa-miR-624-3p,HDAC9
hsa-miR-382-3p,TTK
hsa-miR-148b-3p,SMURF2
hsa-miR-543,EGR2
hsa-miR-548d-3p,DOCK7
hsa-miR-15a-5p,PCLAF
hsa-miR-3679-5p,ETS2
hsa-miR-3691-5p,AP1G1
hsa-miR-25-5p,IFITM5
hsa-miR-196b-5p,SATB2
hsa-miR-765,TET1
hsa-miR-421,HTR3E
hsa-miR-760,QKI
hsa-miR-4328,HOTTIP
hsa-miR-551a,ABHD16A
hsa-miR-532-3p,EIF2S1
hsa-miR-7973,RUNX2
hsa-miR-17-3p,CIT
hsa-miR-320b,ACE2
hsa-miR-1303,PPP1R1B
hsa-miR-30b-3p,PICALM
hsa-miR-1256,FGFR2
hsa-miR-874-3p,RACGAP1
hsa-miR-330-5p,HMGA1
hsa-miR-140-3p,EZR
hsa-miR-1252-3p,S100A8
hsa-miR-132-5p,SULF1
hsa-miR-5188,IL12B
hsa-miR-20b-5p,RFFL
hsa-miR-636,IL17RB
hsa-miR-466,CRIM1
hsa-miR-503-3p,SLC34A2
hsa-miR-596,CNOT6L
hsa-miR-93-3p,ASPH
hsa-miR-222-5p,FOXO1
hsa-miR-628-5p,MGST2
hsa-miR-497-3p,MYLK
hsa-miR-573,ATG12
hsa-miR-873-5p,S100A9
hsa-miR-138-1-3p,SLC20A1
hsa-miR-18b-5p,FGFBP1
hsa-miR-876-3p,TSG101
hsa-miR-508-3p,NSMF
hsa-miR-1296-5p,ACTB
hsa-miR-200c-3p,CALN1
hsa-miR-762,LDHB
hsa-miR-574-5p,HMGXB4
hsa-miR-513a-3p,DERL1
hsa-miR-504-3p,ADCY6
hsa-miR-146b-5p,JCHAIN
hsa-miR-26b-3p,AANAT
hsa-miR-302c-3p,NOS3
hsa-miR-129-1-3p,ZBTB2
hsa-miR-325,IGF1
hsa-miR-96-3p,GAPDH
hsa-miR-3180-5p,ITPR1
hsa-miR-942-3p,TBPL1
hsa-miR-551a,HTR3E
hsa-miR-210-3p,IRS1
hsa-miR-200b-3p,MSLN
hsa-miR-486-5p,WNK4
hsa-miR-1226-3p,KAT2B
hsa-miR-30a-3p,APOBEC2
hsa-miR-215-3p,IGFBP5
hsa-miR-581,YWHAZ
hsa-miR-93-3p,TLN1
hsa-miR-124-5p,WNT2B
hsa-miR-518a-5p,ZNF28
hsa-miR-215-5p,LAMTOR5
hsa-miR-4782-3p,EFNB2
hsa-miR-425-3p,CLDN2
hsa-miR-548c-3p,MBNL3
hsa-miR-675-3p,HIVEP1
hsa-miR-410-3p,ASAP1
hsa-miR-661,SPTAN1
hsa-miR-30b-5p,NKRF
hsa-miR-1249-5p,EMX2
hsa-miR-216a-3p,IKBKG
hsa-miR-646,CYP2U1
hsa-miR-216b-3p,RPTOR
hsa-miR-24-1-5p,B4GALT1
hsa-miR-20a-5p,TSPYL2
hsa-miR-542-5p,RAX
hsa-miR-622,PRKCE
hsa-miR-206,TAGLN2
hsa-miR-26a-5p,DRAM2
hsa-let-7f-2-3p,ATP7A
hsa-miR-152-5p,ICOSLG
hsa-miR-128-1-5p,FBXW7
hsa-miR-541-5p,VEZT
hsa-miR-587,GPR78
hsa-miR-128-1-5p,HAS2
hsa-miR-744-3p,CYLD
hsa-miR-1284,ADAM9
hsa-miR-1271-5p,PDZD8
hsa-miR-550a-5p,SOX11
hsa-miR-1471,MYD88
hsa-miR-660-5p,APOE
hsa-miR-146b-3p,CD93
hsa-miR-511-5p,TEK
hsa-miR-663a,NCOA3
hsa-miR-3121-3p,EXOC6B
hsa-miR-141-5p,BAIAP3
hsa-miR-371a-5p,IFIT1
hsa-miR-591,PTK2B
hsa-miR-608,MAD2L1
hsa-miR-19b-3p,KDM2A
hsa-miR-26b-5p,EIF4G1
hsa-miR-581,SMAD3
hsa-miR-34a-5p,ACADS
hsa-miR-330-5p,GLUL
hsa-miR-302a-5p,RGS17
hsa-miR-621,SMAD4
hsa-miR-616-3p,HNRNPD
hsa-miR-519d-3p,PTCH1
hsa-miR-3622b-5p,N4BP1
hsa-miR-539-3p,LOXL2
hsa-miR-941,CDKN2C
hsa-miR-146b-5p,LINC00467
hsa-miR-4720-3p,CASC3
hsa-miR-548a-3p,PCDH15
hsa-miR-7973,LACTB
hsa-miR-874-3p,PTHLH
hsa-miR-675-5p,ARID3A
hsa-miR-133b,SYNE1
hsa-miR-877-3p,PTTG1
hsa-miR-562,EFNB1
hsa-miR-146a-3p,PTPN1
hsa-miR-1252-3p,MAPK4
hsa-miR-30b-3p,LASP1
hsa-miR-1284,ZNF83
hsa-let-7c-3p,FBXO6
hsa-miR-146b-5p,MIS12
hsa-miR-660-5p,IFNAR1
hsa-miR-362-3p,SNIP1
hsa-miR-337-5p,CX3CR1
hsa-miR-4295,CAMK2G
hsa-miR-99b-3p,CASZ1
hsa-miR-6884-5p,FOXP2
hsa-miR-4530,CDC34
hsa-miR-642a-5p,KIDINS220
hsa-miR-885-3p,LOXL2
hsa-miR-1281,FZD7
hsa-miR-653-5p,GRIA2
hsa-miR-22-5p,MAP3K3
hsa-miR-490-3p,ANLN
hsa-miR-200a-3p,SLC2A3
hsa-miR-22-3p,CPEB4
hsa-miR-5094,NKIRAS2
hsa-miR-1307-5p,SKA1
hsa-miR-517a-3p,MEG3
hsa-miR-1193,EFNA3
hsa-miR-20a-5p,HOXC13
hsa-miR-624-3p,INPP5F
hsa-miR-513a-3p,GALC
hsa-miR-29a-5p,TMPRSS3
hsa-miR-133b,ACTC1
hsa-miR-656-3p,DOCK5
hsa-miR-519d-3p,LDHA
hsa-miR-134-5p,TAF10
hsa-miR-382-5p,DDX17
hsa-miR-4728-5p,CCKBR
hsa-miR-5787,RAD23B
hsa-miR-892a,AP2M1
hsa-miR-3127-3p,RFFL
hsa-miR-645,TRIM68
hsa-miR-675-5p,PARD6A
hsa-miR-708-5p,SULT1A1
hsa-miR-499a-5p,DDC
hsa-miR-636,PKIA
hsa-miR-4793-3p,DACT1
hsa-miR-4782-3p,CREG1
hsa-miR-196b-5p,MYH2
hsa-miR-548p,DDIT3
hsa-miR-27b-5p,CHMP2B
hsa-miR-4269,SPHK1
hsa-miR-516a-3p,STIM1
hsa-miR-421,RHOB
hsa-miR-301a-5p,MSX2
hsa-miR-92a-1-5p,DLX5
hsa-miR-433-3p,PTPRF
hsa-miR-6747-5p,CD93
hsa-miR-138-5p,TRIM68
hsa-miR-191-5p,RAB15
hsa-miR-205-5p,BIRC2
hsa-miR-1914-5p,ERCC3
hsa-miR-15a-5p,RPTOR
hsa-miR-16-2-3p,SYK
hsa-miR-502-5p,TUSC2
hsa-miR-144-5p,CASP3
hsa-miR-4497,TNFAIP8
hsa-miR-542-3p,EPS8
hsa-miR-516a-5p,NRBP1
hsa-miR-145-3p,GLS2
hsa-let-7e-5p,RAB12
hsa-let-7c-5p,DOCK7
hsa-miR-1178-3p,CREG1
hsa-miR-6884-5p,GJB2
hsa-miR-938,CCR7
hsa-miR-3928-3p,EPAS1
hsa-miR-33a-3p,SYNE1
hsa-miR-302d-3p,IL10
hsa-miR-4720-3p,PIN1
hsa-miR-28-5p,FHIT
hsa-miR-376b-3p,CD68
hsa-miR-519a-3p,UHRF1
hsa-miR-5195-3p,TAL1
hsa-miR-218-1-3p,CCL1
hsa-miR-8055,QKI
hsa-miR-548d-3p,HNRNPA2B1
hsa-miR-526b-3p,PROP1
hsa-miR-608,GADD45A
hsa-miR-4317,ADAM17
hsa-miR-365a-3p,MBOAT2
hsa-miR-1258,MYCN
hsa-miR-770-5p,RUNX1
hsa-miR-551b-3p,SLC30A3
hsa-miR-4262,NFKB1
hsa-miR-149-3p,PTCH1
hsa-miR-512-5p,CADM2
hsa-miR-4328,CSPP1
hsa-miR-132-5p,EVI5
hsa-miR-196a-3p,BOD1
hsa-miR-548p,IL1R1
hsa-miR-184,ACAT1
hsa-miR-522-5p,LTF
hsa-miR-124-3p,NOVA1
hsa-miR-596,SLC31A1
hsa-miR-887-3p,CDS2
hsa-miR-548d-3p,PVT1
hsa-miR-122-5p,FXN
hsa-miR-711,RB1
hsa-miR-671-5p,TGFB3
hsa-miR-149-5p,ITGB1
hsa-miR-183-3p,CDC25B
hsa-miR-376b-3p,MAGEA3
hsa-miR-577,NUDT1
hsa-miR-877-5p,LINC00943
hsa-miR-135a-5p,TRAF1
hsa-miR-369-5p,KIF4A
hsa-miR-4644,TBX19
hsa-miR-708-5p,TBL1X
hsa-miR-583,NEDD9
hsa-miR-371b-5p,OTUD7B
hsa-miR-203a-3p,PPM1F
hsa-miR-211-3p,G6PC3
hsa-miR-570-3p,UHMK1
hsa-miR-1972,EMX1
hsa-miR-423-5p,SBF2
hsa-miR-16-5p,ROCK2
hsa-miR-517c-3p,YKT6
hsa-miR-136-3p,UCA1
hsa-miR-630,SYCP1
hsa-miR-539-5p,ARHGDIA
hsa-miR-661,AKT1
hsa-let-7i-5p,PLOD3
hsa-miR-592,TAF10
hsa-miR-133a-3p,LNPK
hsa-miR-590-3p,LINC00261
hsa-miR-1914-3p,GABPA
hsa-miR-297,CDX2
hsa-miR-621,FES
hsa-miR-7973,RAB27A
hsa-miR-214-3p,IQGAP1
hsa-miR-105-5p,FOS
hsa-miR-422a,SEC23A
hsa-miR-520h,TIGAR
hsa-miR-4443,CRIP2
hsa-miR-27b-5p,TP53
hsa-miR-4660,ACSL1
hsa-miR-196a-3p,TTK
hsa-miR-2278,IRF1
hsa-miR-548a-5p,ARC
hsa-miR-129-5p,PPP1CC
hsa-miR-320d,ASXL1
hsa-miR-521,MPL
hsa-miR-342-3p,SKA1
hsa-miR-34a-3p,AGTR1
hsa-miR-296-5p,CCP110
hsa-miR-452-5p,ITGAV
hsa-miR-208a-3p,RAB5C
hsa-miR-7-1-3p,CXCR3
hsa-miR-892b,RGS17
hsa-miR-454-3p,NR3C2
hsa-miR-3074-3p,ZIC2
hsa-miR-490-3p,NKX3-1
hsa-miR-361-5p,UNG
hsa-miR-647,RPA1
hsa-miR-1179,DET1
hsa-miR-367-3p,NOS3
hsa-miR-34b-3p,CASC2
hsa-miR-935,PDGFB
hsa-miR-648,PIEZO1
hsa-miR-573,LINC00488
hsa-miR-876-5p,FGF21
hsa-miR-215-5p,LIPA
hsa-miR-664b-5p,RND3
hsa-miR-92a-3p,MMP9
hsa-miR-5787,UHRF1
hsa-miR-302c-5p,KLF5
hsa-miR-3121-3p,PPARGC1A
hsa-miR-593-3p,RAB15
hsa-miR-1228-3p,CDKN1C
hsa-miR-6089,TNFRSF12A
hsa-miR-181d-5p,ALDH3A1
hsa-miR-2861,CUL5
hsa-miR-221-5p,PDE7A
hsa-miR-155-3p,PTPA
hsa-miR-548a-3p,ADA
hsa-miR-595,CCNT2
hsa-miR-510-5p,IL10RA
hsa-miR-508-5p,ERCC2
hsa-miR-494-5p,BDKRB2
hsa-miR-186-5p,ATG10
hsa-miR-493-3p,RAB5C
hsa-miR-98-5p,PKP4
hsa-miR-204-5p,PGK1
hsa-miR-509-5p,PTPN7
hsa-miR-19a-5p,GPR137B
hsa-miR-3064-5p,PODXL
hsa-miR-513a-5p,UVRAG
hsa-miR-223-3p,MTSS1
hsa-miR-130a-5p,BAG3
hsa-miR-33b-3p,LGMN
hsa-miR-4638-5p,UCP2
hsa-miR-892a,PTBP1
hsa-miR-34b-3p,ELOVL6
hsa-miR-128-1-5p,CAMKK2
hsa-miR-29a-5p,UPK1A
hsa-miR-539-3p,MEF2A
hsa-miR-1180-3p,CCL4
hsa-miR-1184,RASA1
hsa-miR-4756-5p,JAG1
hsa-miR-136-3p,SOCS2
hsa-miR-499a-5p,RASAL2
hsa-miR-564,TACSTD2
hsa-miR-221-5p,CCL5
hsa-miR-660-5p,SERPINF2
hsa-miR-532-5p,ZNF254
hsa-miR-216a-3p,UBE2N
hsa-miR-1468-3p,ABCE1
hsa-miR-134-5p,CALN1
hsa-miR-1203,TRIM14
hsa-miR-877-3p,ZC3H12A
hsa-miR-423-3p,MTA2
hsa-let-7a-3p,TMED7
hsa-miR-664b-5p,MMP3
hsa-miR-196b-3p,PTGER2
hsa-miR-615-5p,TRIP13
hsa-miR-490-3p,NPAT
hsa-miR-424-3p,NOS2
hsa-miR-376a-3p,TRIM27
hsa-miR-100-3p,SERPINH1
hsa-miR-502-5p,ZIC2
hsa-miR-302c-3p,ATG4B
hsa-miR-1226-3p,MT1JP
hsa-miR-548i,PRPF4B
hsa-miR-4667-3p,GRIK3
hsa-miR-335-3p,TBX15
hsa-miR-589-3p,SPARC
hsa-miR-1203,SNHG11
hsa-miR-524-5p,TFPI2
hsa-miR-214-3p,TIGAR
hsa-miR-196b-5p,RERE
hsa-miR-122-3p,SPIN1
hsa-miR-376c-3p,TJP2
hsa-miR-610,UHMK1
hsa-miR-372-5p,CDC6
hsa-miR-211-3p,NCSTN
hsa-miR-433-3p,THBS2
hsa-miR-99b-5p,INPP5D
hsa-miR-675-5p,CIT
hsa-miR-542-5p,PPP3CA
hsa-miR-663a,ACSL1
hsa-miR-455-3p,NTN4
hsa-miR-153-3p,ZNF28
hsa-miR-384,LINC00473
hsa-miR-25-5p,SKP2
hsa-miR-194-3p,STX16
hsa-miR-573,MSN
hsa-miR-135a-3p,YY1AP1
hsa-miR-761,PDPK1
hsa-miR-5188,TYR
hsa-miR-659-3p,ATP7A
hsa-miR-1181,TRPM3
hsa-miR-384,CX3CL1
hsa-miR-4516,DEK
hsa-miR-302c-5p,RUNX1
hsa-miR-147a,PSMD9
hsa-miR-519e-3p,NKIRAS2
hsa-miR-194-5p,TRIM11
hsa-miR-431-5p,CYP3A4
hsa-miR-487b-3p,USP18
hsa-miR-1303,RUNX2
hsa-miR-92b-3p,CCNT2
hsa-miR-599,LINC02582
hsa-miR-518c-3p,VSIR
hsa-miR-433-5p,CCL5
hsa-miR-130a-5p,NRGN
hsa-miR-564,MCM5
hsa-miR-425-3p,MAPK4
hsa-miR-155-5p,ADGRL4
hsa-miR-4660,PXDN
hsa-miR-107,PGK1
hsa-miR-361-3p,FN1
hsa-miR-630,BMPR1B
hsa-miR-34c-3p,ARL6IP5
hsa-miR-181a-2-3p,TFPI2
hsa-miR-185-5p,PPM1B
hsa-miR-132-5p,NKX2-1-AS1
hsa-miR-4756-5p,BUB1
hsa-miR-548m,TCF7L2
hsa-miR-96-3p,PSIP1
hsa-miR-191-5p,ATG16L1
hsa-miR-34b-5p,GLI1
hsa-miR-1470,MCL1
hsa-miR-298,SLC1A1
hsa-miR-33b-5p,GBP2
hsa-miR-765,ERCC2
hsa-miR-1256,LEFTY1
hsa-miR-4720-3p,PPP1R12A
hsa-miR-504-3p,CYP2U1
hsa-miR-876-5p,MAMDC2
hsa-miR-1264,HOXA13
hsa-miR-590-5p,ATG4A
hsa-miR-770-5p,NPC1
hsa-miR-30a-3p,CBLB
hsa-miR-4498,TRAF5
hsa-miR-219a-5p,MAPK8
hsa-miR-4721,LPL
hsa-miR-377-3p,KCNH1
hsa-miR-31-3p,KTN1-AS1
hsa-miR-876-5p,MAP2K4
hsa-miR-302b-3p,NEUROD1
hsa-miR-98-3p,P2RX5
hsa-miR-181a-5p,VDR
hsa-miR-520a-3p,IRS2
hsa-miR-7973,BNIP3
hsa-miR-133a-3p,SETD2
hsa-miR-31-3p,MEF2C
hsa-miR-4316,CDK2AP1
hsa-miR-3180-5p,KTN1-AS1
hsa-miR-4721,MAT2B
hsa-miR-520h,PSME3
hsa-miR-320b,TSG101
hsa-miR-98-3p,EGLN3
hsa-miR-182-5p,CD93
hsa-miR-223-5p,ITGB2-AS1
hsa-miR-3178,GPD2
hsa-miR-4521,LINC00265
hsa-miR-101-5p,MMD
hsa-miR-20a-5p,PAX8
hsa-miR-876-5p,UBIAD1
hsa-miR-596,PDCD4
hsa-miR-183-5p,PGK1
hsa-miR-542-3p,SDC4
hsa-miR-34b-5p,ZNF215
hsa-miR-423-3p,CAPRIN1
hsa-miR-223-3p,PHF14
hsa-miR-224-3p,CYP11B2
hsa-miR-519e-3p,NETO2
hsa-miR-186-3p,GCM1
hsa-miR-3194-3p,ZNF217
hsa-miR-143-3p,PLAGL1
hsa-miR-210-5p,CPT1C
hsa-miR-16-2-3p,TNC
hsa-miR-202-5p,GRIA1
hsa-miR-599,MAT1A
hsa-miR-561-3p,BCAR1
hsa-miR-365a-3p,BCAR1
hsa-miR-1252-3p,CTNND2
hsa-miR-128-3p,CNOT6
hsa-miR-330-5p,CHGA
hsa-miR-135b-3p,CYP4Z1
hsa-miR-5572,SOX11
hsa-miR-29c-3p,UHRF2
hsa-miR-181a-3p,TCL6
hsa-miR-339-3p,SOST
hsa-miR-937-3p,GDNF
hsa-miR-370-5p,RAB5B
hsa-miR-100-5p,VAV2
hsa-miR-574-5p,NPAT
hsa-miR-25-3p,RASSF5
hsa-miR-670-5p,UBAP2
hsa-miR-222-3p,PRMT1
hsa-miR-1292-5p,LINC00467
hsa-miR-20a-3p,DVL1
hsa-miR-601,CASP9
hsa-miR-422a,GNAI3
hsa-miR-432-3p,TBRG1
hsa-miR-499a-5p,PRKN
hsa-miR-570-3p,HTR3E
hsa-miR-515-3p,TCF4
hsa-miR-128-1-5p,CUL4A
hsa-miR-1293,ELF2
hsa-miR-410-3p,LRIG1
hsa-miR-532-5p,TBL1X
hsa-miR-548i,PDZK1IP1
hsa-let-7e-5p,HMMR
hsa-miR-222-5p,SP1
hsa-miR-200b-3p,PHLPP2
hsa-miR-937-5p,PFKFB3
hsa-miR-449a,CDC27
hsa-miR-647,MEOX2
hsa-miR-424-5p,HMMR
hsa-miR-3064-5p,TMEM88
hsa-miR-8055,DKK1
hsa-miR-129-2-3p,EHD2
hsa-miR-144-5p,STAT4
hsa-miR-516b-5p,PATZ1
hsa-miR-328-5p,RAB11FIP2
hsa-miR-222-3p,MYO1D
hsa-miR-99a-5p,EPHA5
hsa-miR-513b-5p,MTSS1
hsa-miR-134-5p,ERN1
hsa-miR-302b-3p,CEMIP
hsa-miR-19a-3p,KIF22
hsa-miR-5787,EEF1A2
hsa-miR-10b-3p,TGFB2
hsa-miR-23c,PIK3C2B
hsa-miR-218-2-3p,FAM117B
hsa-miR-3163,ANLN
hsa-miR-552-5p,COPS5
hsa-miR-1207-3p,DDAH1
hsa-miR-485-5p,GSTP1
hsa-miR-99a-3p,ASXL1
hsa-miR-2861,INPP4B
hsa-miR-361-3p,TRIB1
hsa-miR-559,SLC39A8
hsa-miR-1908-5p,HTATIP2
hsa-miR-596,SAE1
hsa-miR-527,FOXK2
hsa-miR-892b,SIRT4
hsa-miR-485-5p,NUDT1
hsa-miR-1250-5p,WASF2
hsa-miR-518b,DTD1
hsa-miR-141-3p,FANCM
hsa-miR-637,WASF3
hsa-miR-30d-3p,FOXN1
hsa-miR-299-5p,COL5A2
hsa-miR-4295,AFAP1
hsa-miR-20b-3p,NUMBL
hsa-miR-769-5p,CIP2A
hsa-miR-338-5p,RASSF2
hsa-miR-30e-3p,LGALS3BP
hsa-miR-663a,CTTN
hsa-miR-98-3p,BTG2
hsa-miR-425-3p,TGFBR1
hsa-miR-331-3p,CARHSP1
hsa-miR-140-3p,LINC00943
hsa-miR-765,RASA1
hsa-miR-337-5p,CD40
hsa-miR-661,CCNL1
hsa-miR-7-1-3p,ATG3
hsa-miR-338-5p,APOBEC2
hsa-miR-328-3p,BMP10
hsa-miR-592,MTA3
hsa-miR-579-3p,AP1S2
hsa-miR-450b-5p,MCM10
hsa-miR-369-3p,SNAP25
hsa-miR-4465,SFPQ
hsa-miR-433-5p,LGALS9
hsa-miR-940,TARDBP
hsa-miR-510-5p,SEMA4C
hsa-let-7g-5p,VEGFC
hsa-miR-301a-5p,MMP15
hsa-miR-3188,MMP10
hsa-miR-3941,CITED2
hsa-miR-9-5p,MYLK
hsa-miR-186-5p,KCMF1
hsa-miR-204-3p,FGFRL1
hsa-miR-30b-3p,KCTD15
hsa-miR-6515-5p,SOX30
hsa-miR-516a-3p,LRRC32
hsa-miR-569,GSK3B
hsa-miR-192-5p,CYP19A1
hsa-miR-5787,CKB
hsa-miR-891a-5p,GATM
hsa-miR-494-5p,S1PR3
